As you take a sip, you feel something changing inside you.	Bir yudum alınca içinde bir şeylerin değiştiğini hissediyorsun.
Disguised as a %s	Kılık değiştirme: %s
You merged two wands into one %s.	İki asayı birleştirerek %s oluşturdun.
Select a wand to merge	Birleştirilecek bir asa seç
smth	bir şey
purpleheart	mor kalp ağacı
dart	ok
Games played: 	Oynanan oyun:
A successful attack with a melee weapon allows the _Gladiator_ to start a combo, in which every next successful hit inflicts more damage.	Başarılı bir yakın dövüş saldırısı _Gladyatörün_ kombo başlatmasını sağlar; art arda isabet eden her darbe daha fazla hasar verir.
The more enemies surround the _Berserker_, the faster he performs his attacks. When severely wounded, the _Berserker_ enters a state of wild fury significantly increasing his damage output.	_Çılgını_ ne kadar çok düşman kuşatırsa o kadar hızlı saldırır. Ağır yaralandığında _Çılgın_ vahşi bir öfkeye kapılır ve verdiği hasar büyük ölçüde artar.
The caves, which stretch down under the abandoned prison, are sparsely populated. They lie too deep to be exploited by the City and they are too poor in minerals to interest the dwarves. In the past there was a trade outpost somewhere here on the route between these two states, but it has perished since the decline of Dwarven Metropolis. Only omnipresent gnolls and subterranean animals dwell here now.	Terk edilmiş hapishanenin altına uzanan mağaralarda pek az canlı yaşar. Şehrin yararlanamayacağı kadar derinde, cücelerin ilgisini çekmeyecek kadar da mineral bakımından yoksuldurlar. Eskiden iki krallık arasındaki yol üzerinde burada bir ticaret karakolu bulunurdu, ancak Cüce Metropolü'nün çöküşüyle birlikte yok oldu. Artık burada yalnızca her yerde rastlanan gnoller ve yeraltı hayvanları yaşar.
15 monsters killed at nighttime	Gece 15 canavar öldürüldü
That food tasted ok.	Yemeğin tadı fena değildi.
Paralysed	Felç
Terror	Dehşet
As you take a sip, you feel the knowledge pours into your mind. Now you know everything about your equipped items. Also you sense all items on the level and know all its secrets.	Bir yudum aldığında bilginin zihnine aktığını hissediyorsun. Artık kuşandığın eşyalar hakkında her şeyi biliyor, bu kattaki tüm eşyaları ve sırları hissedebiliyorsun.
Power of knowledge radiates from the water of this well. Take a sip from it to reveal all secrets of equipped items.	Bilginin gücü bu kuyunun suyundan yayılıyor. Kuşandığın eşyaların tüm sırlarını açığa çıkarmak için bir yudum al.
Tome of Remastery	Yeniden Ustalık Kitabı
Wand of Blink	Sıçrama Asası
Potion of Might	Kudret İksiri
warlock	büyücü savaşçı
evaded	sıyrıldı
Stairs lead up to the upper depth.	Merdivenler bir üst kata çıkmanızı sağlar.
The ladder leads up to the upper depth.	Merdiven bir üst kata çıkmanızı sağlar.
Welcome to the level %d of Telegram Pixel Dungeon!	Telegram Pixel Dungeon'ın %d. katına hoş geldin!
Welcome back to the level %d of Telegram Pixel Dungeon!	Telegram Pixel Dungeon'ın %d. katına tekrar hoş geldin!
One does not simply leave Telegram Pixel Dungeon.	Telegram Pixel Dungeon'dan öylece çıkıp gidemezsin.
\n\nThis beacon was set somewhere on the level %d of Telegram Pixel Dungeon.	\n\nBu işaret Telegram Pixel Dungeon'ın %d. katında bir yere yerleştirildi.
